date,time_cdt,measurementtype,benzene_ppb,toluene_ppb,ethylbenzene_ppb,xylenes_ppb,winddirn,windspeed,mean_latitude,mean_longitude,latitude_track,longitude_track
9/4/2017,12:54:16 PM,static,0.065734221,0.278624919,0.308589997,1.718133007,106,2,29.709088,-95.2787039, , 
9/4/2017,1:33:30 PM,mobile,0.287978492,0.554596267,0.223382311,2.86509043,119,3,29.713186,-95.2651533,29.7156133|29.7156122|29.7156287|29.7156572|29.7156893|29.7157097|29.7157285|29.7157520|29.7157580|29.7156922|29.7155498|29.7153455|29.7150900|29.7148122|29.7145000|29.7141723|29.7138655|29.7135452|29.7132227|29.7128787|29.7126495|29.7124007|29.7120845|29.7117787|29.7115125|29.7112472|29.7110005|29.7107073|29.7104540|29.7102207|29.7099748|29.7097092|29.7094560|29.7092785|29.7092127|,-95.2775325|-95.2769932|-95.2764048|-95.2757735|-95.2751048|-95.2744233|-95.2737167|-95.2728383|-95.2721075|-95.2713828|-95.2706800|-95.2700140|-95.2693493|-95.2686133|-95.2678057|-95.2669700|-95.2661498|-95.2653030|-95.2644735|-95.2635048|-95.2626468|-95.2617740|-95.2609190|-95.2601042|-95.2593532|-95.2586397|-95.2579223|-95.2571122|-95.2564965|-95.2558780|-95.2551942|-95.2545058|-95.2539380|-95.2535637|-95.2531787|
9/4/2017,1:51:14 PM,mobile,0.272327487,0.498871283,0.451370444,2.581805765,119,3,29.7219234,-95.2798027,29.7162208|29.7165693|29.7167878|29.7170502|29.7174217|29.7178498|29.7181365|29.7184490|29.7188565|29.7192185|29.7194932|29.7199200|29.7204345|29.7206373|29.7208402|29.7212592|29.7217025|29.7221360|29.7225545|29.7227745|29.7231082|29.7234418|29.7237948|29.7241587|29.7245392|29.7249162|29.7252903|29.7256753|29.7260130|29.7261603|29.7263028|29.7264253|29.7264407|29.7263548|29.7263840|,-95.2795802|-95.2795915|-95.2795923|-95.2795967|-95.2795895|-95.2796058|-95.2796082|-95.2796353|-95.2796488|-95.2796692|-95.2796993|-95.2797203|-95.2797242|-95.2797243|-95.2797290|-95.2797412|-95.2797477|-95.2797625|-95.2797832|-95.2798035|-95.2798233|-95.2798397|-95.2798402|-95.2798517|-95.2798533|-95.2798703|-95.2798828|-95.2799205|-95.2799363|-95.2799237|-95.2799540|-95.2800993|-95.2803225|-95.2802700|-95.2801525|
9/4/2017,2:06:37 PM,mobile,0.381884522,0.400689169,0.16350664,0.789972683,119,3,29.7182237,-95.273938,29.7181260|29.7181317|29.7181185|29.7181113|29.7181170|29.7181173|29.7181120|29.7181250|29.7181423|29.7181258|29.7181057|29.7181248|29.7181425|29.7181543|29.7181775|29.7181963|29.7182110|29.7182300|29.7182388|29.7182480|29.7182563|29.7182650|29.7182678|29.7182822|29.7182985|29.7183163|29.7183237|29.7183337|29.7183375|29.7183260|29.7183255|29.7183242|29.7183422|29.7183747|29.7184008|,-95.2830493|-95.2825150|-95.2819718|-95.2814205|-95.2810428|-95.2807710|-95.2801968|-95.2796293|-95.2790360|-95.2784977|-95.2780265|-95.2774745|-95.2767205|-95.2760638|-95.2754230|-95.2747483|-95.2740937|-95.2735070|-95.2731490|-95.2726217|-95.2719280|-95.2714825|-95.2710868|-95.2705107|-95.2698375|-95.2691488|-95.2685328|-95.2679282|-95.2672840|-95.2669643|-95.2669212|-95.2669005|-95.2667937|-95.2664935|-95.2660590|
9/4/2017,2:21:29 PM,mobile,39.8130265,109.3377252,,,119,3,29.7164872,-95.2562106,29.7151252|29.7150355|29.7150303|29.7150452|29.7150360|29.7150473|29.7150810|29.7151012|29.7151955|29.7155485|29.7160452|29.7164180|29.7165028|29.7165165|29.7165093|29.7165360|29.7165455|29.7166598|29.7169662|29.7172037|29.7172467|29.7172338|29.7172265|29.7172173|29.7172253|29.7172197|29.7172073|29.7171945|29.7171848|29.7171863|29.7171530|29.7172933|29.7176488|29.7178223|29.7178452|,-95.2592698|-95.2588997|-95.2584272|-95.2579347|-95.2574240|-95.2569545|-95.2565295|-95.2560943|-95.2558708|-95.2558778|-95.2558863|-95.2559177|-95.2557880|-95.2554848|-95.2550332|-95.2545717|-95.2541193|-95.2538630|-95.2538605|-95.2538785|-95.2540925|-95.2543640|-95.2546548|-95.2550225|-95.2554680|-95.2558067|-95.2560435|-95.2564553|-95.2569367|-95.2574450|-95.2579147|-95.2580092|-95.2579905|-95.2579028|-95.2575798|
9/4/2017,2:39:46 PM,mobile,2.369562156,6.395105275,1.054732975,6.128621891,106,3,29.7307215,-95.2660009,29.7183543|29.7191763|29.7198952|29.7206440|29.7214273|29.7222827|29.7231527|29.7240373|29.7249610|29.7259378|29.7271910|29.7283142|29.7294627|29.7306058|29.7316503|29.7325450|29.7333497|29.7342523|29.7349727|29.7356878|29.7363300|29.7367725|29.7368942|29.7369293|29.7369960|29.7370183|29.7369062|29.7365978|29.7362397|29.7357650|29.7352615|29.7347662|29.7342065|29.7336273|29.7330418|,-95.2658253|-95.2658635|-95.2659025|-95.2659152|-95.2659230|-95.2659308|-95.2659867|-95.2660982|-95.2662217|-95.2663545|-95.2665117|-95.2665085|-95.2663747|-95.2662052|-95.2660062|-95.2657777|-95.2654385|-95.2651513|-95.2650970|-95.2650537|-95.2649688|-95.2649712|-95.2652853|-95.2657097|-95.2661333|-95.2663063|-95.2662752|-95.2662618|-95.2662915|-95.2663515|-95.2664200|-95.2665083|-95.2666557|-95.2668115|-95.2669372|
9/4/2017,2:54:43 PM,mobile,0.964101908,0.737692642,0.253320147,0.884400904,106,3,29.7331672,-95.255774,29.7369242|29.7366855|29.7363768|29.7359365|29.7355465|29.7351628|29.7347707|29.7343690|29.7339523|29.7335367|29.7330292|29.7327262|29.7325497|29.7324780|29.7324695|29.7324552|29.7324547|29.7324495|29.7324580|29.7324547|29.7324458|29.7322170|29.7320090|29.7319283|29.7319102|29.7319358|29.7319860|29.7320557|29.7321455|29.7322193|29.7322858|29.7323818|29.7324178|29.7324230|29.7324332|29.7324395|,-95.2634953|-95.2631940|-95.2627373|-95.2620795|-95.2614788|-95.2608955|-95.2603017|-95.2596917|-95.2590648|-95.2584267|-95.2576655|-95.2572077|-95.2569420|-95.2568352|-95.2568198|-95.2568052|-95.2567997|-95.2567912|-95.2568002|-95.2567975|-95.2567860|-95.2564108|-95.2558580|-95.2553398|-95.2547133|-95.2540022|-95.2532092|-95.2523962|-95.2515785|-95.2508600|-95.2500592|-95.2490040|-95.2480878|-95.2471612|-95.2462315|-95.2453370|
9/4/2017,3:09:46 PM,static,0.848284471,1.125113957,0.285560893,1.298963828,106,3,29.7339963,-95.2382761, , 
9/4/2017,3:29:28 PM,mobile,1.859339393,4.171413067,0.674752755,3.864647702,106,3,29.7245859,-95.2655481,29.7393737|29.7386237|29.7377485|29.7368087|29.7357478|29.7343340|29.7330468|29.7317980|29.7306860|29.7296397|29.7286388|29.7276433|29.7266442|29.7254092|29.7243415|29.7232592|29.7220993|29.7209278|29.7198285|29.7187565|29.7180318|29.7174240|29.7170992|29.7169515|29.7172377|29.7177093|29.7181517|29.7183407|29.7186608|29.7190865|29.7192602|29.7196158|29.7200048|29.7203958|29.7207147|29.7210540|,-95.2654103|-95.2654892|-95.2655968|-95.2657408|-95.2658725|-95.2660590|-95.2662393|-95.2664168|-95.2666015|-95.2667447|-95.2668768|-95.2669082|-95.2668338|-95.2666702|-95.2665282|-95.2663888|-95.2663103|-95.2663283|-95.2664173|-95.2665085|-95.2664318|-95.2659632|-95.2652263|-95.2645892|-95.2642730|-95.2642722|-95.2642825|-95.2642760|-95.2642668|-95.2642768|-95.2642907|-95.2643003|-95.2643043|-95.2643375|-95.2643503|-95.2643497|
9/4/2017,3:46:35 PM,static,10.10115862,26.53039939,3.802105114,21.2924124,115,3,29.7209195,-95.2608617, , 
9/4/2017,3:59:54 PM,static,8.905421841,23.20547536,3.327705567,18.67375659,115,3,29.7208695,-95.2608584, , 
9/4/2017,4:13:29 PM,static,0.413186532,0.93405687,0.225685222,1.282841937,115,3,29.7208571,-95.2608629, , 
9/4/2017,4:34:22 PM,static,7.2088529,17.09695572,2.411147217,12.72017238,118,3,29.7208714,-95.2608719, , 
9/4/2017,5:00:23 PM,mobile,14.88410575,40.92602019,5.890844871,35.67774586,118,3,29.7158217,-95.2566785,29.7165158|29.7164765|29.7162427|29.7158790|29.7157758|29.7157432|29.7156890|29.7156757|29.7156488|29.7153325|29.7150595|,-95.2550728|-95.2556937|-95.2558607|-95.2558773|-95.2560763|-95.2565113|-95.2570133|-95.2576080|-95.2579420|-95.2579452|-95.2578627|
9/4/2017,5:17:32 PM,static,39.67529766,94.27871174,11.72181407,59.92737378,118,3,29.7179065,-95.2558319, , 
9/4/2017,5:31:52 PM,static,185.9151581,481.1162416,23.47356598,173.9667248,121,3,29.715769,-95.2550892, , 
9/4/2017,6:07:44 PM,static,10.58320958,19.60723356,,,121,3,29.7208732,-95.2608611, , 
9/4/2017,7:10:26 PM,static,78.27693637,177.7308552,,53.06866051,122,4,29.7158529,-95.2551723, , 
9/5/2017,11:06:52 AM,mobile,0.231634874,0.711156935,0.280955072,1.358845139,359,2,29.7155624,-95.2560451,29.7159063|29.7158778|29.7158585|29.7158363|29.7158378|29.7158347|29.7157832|29.7155323|29.7152940|29.7152097|29.7151585|29.7151272|29.7150598|29.7150377|29.7150482|29.7152547|29.7155540|29.7157627|29.7157715|29.7157750|29.7157570|29.7157700|29.7157352|29.7157158|,-95.2552560|-95.2552362|-95.2552205|-95.2553592|-95.2555838|-95.2558157|-95.2558988|-95.2558847|-95.2558858|-95.2558923|-95.2559038|-95.2559275|-95.2559105|-95.2558882|-95.2558753|-95.2558840|-95.2558967|-95.2559513|-95.2561525|-95.2564430|-95.2567802|-95.2571328|-95.2574932|-95.2578097|
9/5/2017,11:20:19 AM,mobile,0.303629497,0.968553288,0.419129698,1.74116428,359,2,29.7182345,-95.2606391,29.7166463|29.7170310|29.7174227|29.7177247|29.7178418|29.7180822|29.7183635|29.7184357|29.7185078|29.7185468|29.7185428|29.7185508|29.7185507|29.7185420|29.7185407|29.7185137|29.7184998|29.7185012|29.7184967|29.7184857|29.7184717|29.7184510|29.7184360|29.7184432|,-95.2579820|-95.2579838|-95.2579890|-95.2580170|-95.2580153|-95.2579835|-95.2580080|-95.2580082|-95.2580368|-95.2582875|-95.2586818|-95.2591632|-95.2597788|-95.2602417|-95.2607608|-95.2613583|-95.2619952|-95.2626627|-95.2633057|-95.2639550|-95.2647928|-95.2654980|-95.2661022|-95.2667307|
9/5/2017,11:35:09 AM,mobile,0.632300602,1.459463859,0.403009325,1.7849237,4,2,29.712202,-95.2612996,29.7157373|29.7157408|29.7157510|29.7157633|29.7157590|29.7156943|29.7155680|29.7153983|29.7151812|29.7149523|29.7146783|29.7144448|29.7142157|29.7139937|29.7137620|29.7135285|29.7133133|29.7131307|29.7129943|29.7129282|29.7128243|29.7126838|29.7125450|29.7123703|29.7121408|29.7119170|29.7116562|29.7114225|29.7111692|29.7109275|29.7106750|29.7104195|29.7101933|29.7099693|29.7097222|29.7094525|29.7091937|29.7092670|29.7094602|29.7096065|29.7096093|29.7094322|29.7092252|29.7090282|29.7088352|29.7086657|29.7085450|,-95.2742345|-95.2738135|-95.2733193|-95.2727898|-95.2721810|-95.2715253|-95.2708655|-95.2702425|-95.2696508|-95.2690685|-95.2683487|-95.2677402|-95.2671303|-95.2665395|-95.2659548|-95.2653735|-95.2648098|-95.2642985|-95.2639515|-95.2638437|-95.2635297|-95.2630655|-95.2625117|-95.2619148|-95.2612980|-95.2606560|-95.2598858|-95.2592193|-95.2585192|-95.2578135|-95.2571227|-95.2564587|-95.2558360|-95.2551980|-95.2545432|-95.2539483|-95.2533670|-95.2528775|-95.2526398|-95.2523867|-95.2519620|-95.2514687|-95.2509430|-95.2504245|-95.2498812|-95.2492870|-95.2486435|
9/5/2017,11:53:05 AM,mobile,0.350582512,1.018971131,0.361556937,1.487820271,4,2,29.7142805,-95.2665496,29.7094612|29.7096858|29.7098920|29.7101037|29.7103282|29.7106210|29.7108710|29.7110518|29.7112593|29.7114573|29.7116553|29.7118388|29.7120538|29.7122590|29.7124870|29.7126970|29.7128407|29.7130132|29.7132025|29.7133985|29.7136342|29.7138835|29.7141642|29.7143958|29.7146348|29.7148638|29.7151407|29.7153775|29.7156035|29.7157698|29.7158707|29.7159023|29.7158912|29.7158773|29.7158663|29.7159785|29.7164115|29.7168985|29.7173855|29.7178477|29.7181018|29.7182037|29.7181840|29.7182600|29.7185732|29.7189965|29.7192908|,-95.2537790|-95.2542845|-95.2548333|-95.2554173|-95.2560258|-95.2566097|-95.2571647|-95.2576663|-95.2583313|-95.2589188|-95.2594792|-95.2599795|-95.2604965|-95.2610513|-95.2616178|-95.2622942|-95.2628743|-95.2634622|-95.2640337|-95.2645933|-95.2652002|-95.2658355|-95.2664652|-95.2671122|-95.2677267|-95.2683237|-95.2690303|-95.2696608|-95.2702918|-95.2709563|-95.2716397|-95.2723175|-95.2729850|-95.2736527|-95.2742145|-95.2744083|-95.2744198|-95.2744373|-95.2744570|-95.2744602|-95.2744752|-95.2746672|-95.2752705|-95.2756888|-95.2757370|-95.2757388|-95.2757462|
9/5/2017,12:08:42 PM,mobile,0.482050954,1.294942479,0.476702458,2.174152223,4,2,29.7157965,-95.2569553,29.7165117|29.7165050|29.7165243|29.7165268|29.7165195|29.7164997|29.7165008|29.7164290|29.7161592|29.7158068|29.7154562|29.7151982|29.7151478|29.7151415|29.7151317|29.7151240|29.7151205|29.7151030|29.7150765|29.7150702|29.7151533|29.7152677|29.7155102|29.7156878|29.7157123|29.7157320|29.7157503|29.7157735|29.7158132|29.7160138|29.7163035|29.7164732|29.7164905|29.7165038|29.7165093|29.7165075|29.7165058|29.7165085|29.7163783|29.7161272|29.7157933|29.7154478|29.7151733|29.7151255|29.7151163|29.7151022|29.7151057|29.7150942|,-95.2543197|-95.2543708|-95.2545247|-95.2548053|-95.2551267|-95.2555283|-95.2558017|-95.2558645|-95.2558773|-95.2558785|-95.2558802|-95.2559077|-95.2560800|-95.2563842|-95.2567290|-95.2571938|-95.2575945|-95.2580157|-95.2584375|-95.2588378|-95.2592300|-95.2595978|-95.2597875|-95.2596735|-95.2593827|-95.2590500|-95.2586953|-95.2583180|-95.2580045|-95.2579410|-95.2579607|-95.2578987|-95.2576505|-95.2573007|-95.2569195|-95.2565253|-95.2561062|-95.2559492|-95.2559087|-95.2558983|-95.2558832|-95.2558717|-95.2559025|-95.2561818|-95.2565790|-95.2570272|-95.2574957|-95.2579582|
